a1,a2
6,165
7,355
6,213
7,906
10,1658
9,1141
6,1699
7,1503
7,1294
7,779
7,1347
5,3168
6,944
8,1944
5,3049
7,607
5,656
5,1467
6,678
17,904
5,631
6,722
3,293
4,280
5,281
4,182
3,131
5,103
4,27
4,6
2,2
