a1,a2
941,1013
2014,1491
2820,2364
3699,2757
7452,7498
4569,7481
4389,5306
3924,4495
3354,5801
13708,6905
5212,9029
3899,8466
21857,16113
23369,18119
20301,9278
8851,6123
9441,11418
4151,4904
3263,2857
3029,7902
3873,4721
2425,4170
2963,1829
1775,1385
838,599
163,226
157,103
38,61
15,14
1,7
4,1
1,
