a1,a2
257,217
653,801
1232,418
1255,1570
1059,1278
1392,1298
2679,1593
2472,2196
1941,2255
2589,1239
2160,2217
1897,2457
2037,2098
998,1784
1314,2253
1599,2480
1377,641
1190,1033
1012,1081
748,478
1070,776
1023,626
537,277
715,174
633,426
412,107
93,83
46,127
77,76
16,14
2,2
