a1,a2
15,159
24,328
35,688
30,1409
47,1259
72,808
53,1658
79,1857
61,1697
67,1314
72,1132
63,688
62,739
55,905
48,975
48,659
51,843
54,760
47,443
37,444
39,531
40,507
29,329
28,132
25,223
21,196
19,76
14,68
11,29
5,7
2,2
