a1,a2
21,948
45,2553
45,1514
53,7579
81,12814
71,17765
90,11248
73,16336
76,18222
101,23089
72,20675
64,15443
99,21561
60,4305
46,4337
46,7508
45,6753
45,5724
31,4302
25,3575
21,3553
20,5530
18,3835
18,3087
13,1149
11,537
10,199
8,82
7,13
5,4
2,2
