a1,a2
5,902
4,2557
4,1490
8,954
6,1684
4,7058
6,6760
8,4669
6,6283
10,4881
6,16189
7,21062
10,29445
10,18017
10,10827
11,34599
12,42320
8,20697
8,32939
9,23349
8,17571
8,17892
7,8484
8,6332
8,7288
8,3075
7,1765
7,231
6,37
2,24
6,2
2,
