a1,a2
5,18
6,33
6,33
6,28
6,29
6,35
6,54
7,43
6,40
4,45
6,49
7,25
7,39
6,48
6,48
5,39
5,41
5,51
6,49
7,35
5,35
6,38
6,40
5,45
5,38
5,21
5,28
5,17
5,16
4,8
1,1
