a1,a2
4,6254
5,19256
5,16522
5,39512
9,38952
8,71912
7,56225
8,57694
9,141971
5,113793
5,101706
4,35900
5,36348
8,33785
6,42814
6,41674
4,19024
4,39137
6,7268
5,12389
4,10168
1,7343
5,3288
6,2146
4,1427
4,589
3,240
4,172
4,59
3,9
1,5
1,1
