a1,a2
4,52
7,129
7,138
7,238
7,119
4,142
4,141
5,336
6,353
5,227
5,482
7,145
7,150
5,159
4,231
8,233
8,300
7,323
6,289
7,192
5,192
6,127
6,177
4,86
6,131
5,168
5,85
5,53
6,13
4,1
3,1
1,
