a1,a2
18,41
21,99
32,118
34,182
33,82
19,234
57,231
51,322
53,337
39,195
37,255
40,125
58,181
60,82
37,100
46,74
46,101
46,422
64,196
43,160
49,166
36,182
41,195
41,174
27,69
31,62
31,25
24,17
18,33
12,6
1,1
