a1,a2
28,1461
32,3210
37,2043
25,1198
35,6648
44,5135
39,5674
30,7651
26,16264
38,3912
37,8566
27,6918
45,20069
33,12266
72,26000
53,10296
43,9843
33,4162
43,2866
35,1324
48,1567
37,6581
59,2348
48,4678
43,1188
52,1545
42,698
42,195
29,61
22,14
2,8
