a1,a2
18,6112
17,16495
18,14958
9,2862
10,3899
18,19766
33,23207
42,6981
39,2472
16,22404
33,38835
41,32012
35,77933
37,62287
51,41393
37,55230
34,60342
29,38486
28,54591
32,55605
35,30986
19,8323
17,4196
12,4955
14,3753
12,1991
19,1129
11,199
6,20
6,9
1,1
