a1,a2
62,44
119,99
125,118
170,199
179,73
103,140
88,268
314,184
184,171
158,137
184,305
300,360
202,313
177,272
202,227
221,295
190,196
144,239
226,203
123,128
139,101
139,181
169,167
146,130
133,73
101,68
56,37
41,32
36,22
15,9
1,1
