a1,a2
281,1126
455,2583
626,1789
433,1095
554,2516
878,6876
1367,7583
1230,9746
1334,7301
1665,11456
1038,10382
1330,9146
1600,13757
941,6043
973,5128
514,2739
962,3799
1157,4779
1278,8604
1161,2143
1154,2514
1013,1483
555,2226
275,1211
249,728
52,411
1,318
105,196
81,78
19,17
7,1
1,
