a1,a2
22,223
20,633
24,618
13,96
9,150
27,648
26,441
19,508
45,1103
55,1322
38,2296
41,1718
31,2225
40,1795
36,922
34,1295
47,997
38,864
27,1287
20,962
19,491
19,542
21,489
31,340
17,216
16,328
6,121
6,163
6,32
11,7
1,1
