a1,a2
1843,10504
3500,26138
4310,24181
2965,40163
1676,11172
975,11269
5051,47153
14533,59603
7980,54108
12592,40893
6411,39141
1823,24640
2778,36979
5149,29279
6234,21568
5708,55929
9210,84777
8814,40599
8664,29274
5602,20060
4686,8324
1813,4094
3386,8561
1824,2883
770,3301
952,1798
411,783
123,327
78,17
14,7
1,1
