a1,a2
351,400
548,1077
743,1290
531,1087
339,371
615,2003
1602,2016
450,544
761,2675
1635,2712
1278,1736
700,1471
256,1575
870,1698
537,1285
225,1068
183,1203
137,625
148,701
180,337
237,241
194,459
324,481
296,353
665,347
421,409
222,69
192,57
73,32
25,11
2,2
