a1,a2
4,201
6,589
7,805
7,646
7,620
6,895
4,892
4,711
6,710
2,374
5,906
6,1313
6,854
4,965
1,825
3,1136
6,1411
6,1295
5,1052
7,1053
6,1026
6,700
5,364
5,719
6,242
4,217
2,112
2,85
5,86
4,37
6,16
3,1
6,1
1,
