a1,a2
991,1150
1729,3462
2042,3447
4052,2837
6467,10467
8053,8573
10054,5168
6480,8977
20140,16116
15705,11721
9554,6477
4817,4972
7378,10076
6889,9656
8021,8513
6445,5083
10245,4370
7170,5452
4925,1985
3216,2902
4471,3006
3606,3752
4603,3947
2775,2222
1253,507
391,444
566,231
175,108
79,25
10,5
1,1
